"Start","Finish","Distance (mi)","Steps (count)"
"21-Dec-2016 00:00","22-Dec-2016 00:00","2.55160993565894","6736"
"22-Dec-2016 00:00","23-Dec-2016 00:00","1.99557598637949","5323"
"23-Dec-2016 00:00","24-Dec-2016 00:00","1.88224451241151","5017.50654835852"
"24-Dec-2016 00:00","25-Dec-2016 00:00","1.73562849597767","5037.49345164148"
"25-Dec-2016 00:00","26-Dec-2016 00:00","0.935858553898148","2953.2040458258"
"26-Dec-2016 00:00","27-Dec-2016 00:00","0.327449499053404","1073.7959541742"
"27-Dec-2016 00:00","28-Dec-2016 00:00","1.06742884133263","3123"
"28-Dec-2016 00:00","29-Dec-2016 00:00","1.34053531685295","3879.95591364768"
"29-Dec-2016 00:00","30-Dec-2016 00:00","2.75918242286541","7735.04408635232"
"30-Dec-2016 00:00","31-Dec-2016 00:00","1.59212583051862","4149"
"31-Dec-2016 00:00","01-Jan-2017 00:00","1.55394075154042","4462"
"01-Jan-2017 00:00","02-Jan-2017 00:00","3.95795847085609","10683"
"02-Jan-2017 00:00","03-Jan-2017 00:00","0.757130678479328","1911"
"03-Jan-2017 00:00","04-Jan-2017 00:00","3.41389346130002","8735"
"04-Jan-2017 00:00","05-Jan-2017 00:00","0.376699738972806","1152"
"05-Jan-2017 00:00","06-Jan-2017 00:00","0.970731992217081","2312"
"06-Jan-2017 00:00","07-Jan-2017 00:00","2.51735638871185","6847"
"07-Jan-2017 00:00","08-Jan-2017 00:00","2.28269690442049","6591.59905168756"
"08-Jan-2017 00:00","09-Jan-2017 00:00","1.82725823702786","5037.40094831244"
"09-Jan-2017 00:00","10-Jan-2017 00:00","2.24213978030177","5417.09198751782"
"10-Jan-2017 00:00","11-Jan-2017 00:00","2.82194274891093","7297.90801248218"
"11-Jan-2017 00:00","12-Jan-2017 00:00","0.701647230088292","1851"
"12-Jan-2017 00:00","13-Jan-2017 00:00","1.43309972078757","4132"
"13-Jan-2017 00:00","14-Jan-2017 00:00","1.72723842523558","4689"
"14-Jan-2017 00:00","15-Jan-2017 00:00","0.269083878132057","819"
"15-Jan-2017 00:00","16-Jan-2017 00:00","1.5354823125479","4280"
"16-Jan-2017 00:00","17-Jan-2017 00:00","1.44372972204415","3620"
"17-Jan-2017 00:00","18-Jan-2017 00:00","2.73374386915708","6872"
"18-Jan-2017 00:00","19-Jan-2017 00:00","0.762325453823875","2024"
"19-Jan-2017 00:00","20-Jan-2017 00:00","0.712829550844064","1993"
"20-Jan-2017 00:00","21-Jan-2017 00:00","1.67144755442689","4570.37882730208"
"21-Jan-2017 00:00","22-Jan-2017 00:00","0.233986786401295","859.621172697921"
"22-Jan-2017 00:00","23-Jan-2017 00:00","0.106938989092321","290"
"23-Jan-2017 00:00","24-Jan-2017 00:00","1.29649898343016","3475"
"24-Jan-2017 00:00","25-Jan-2017 00:00","3.07297102878195","8218"
"25-Jan-2017 00:00","26-Jan-2017 00:00","0.906097726183296","2726.2810313872"
"26-Jan-2017 00:00","27-Jan-2017 00:00","1.66190072024155","4485.7189686128"
"27-Jan-2017 00:00","28-Jan-2017 00:00","1.46633019126051","3987"
"28-Jan-2017 00:00","29-Jan-2017 00:00","3.17729560660137","9269.7649879023"
"29-Jan-2017 00:00","30-Jan-2017 00:00","0.816869897435037","2539.2350120977"
"30-Jan-2017 00:00","31-Jan-2017 00:00","2.18296067642647","6053"
"31-Jan-2017 00:00","01-Feb-2017 00:00","1.7914912672819","4967"
"01-Feb-2017 00:00","02-Feb-2017 00:00","1.74598964072121","4634"
"02-Feb-2017 00:00","03-Feb-2017 00:00","4.45144516823679","10515"
"03-Feb-2017 00:00","04-Feb-2017 00:00","2.07220751062877","5629"
"04-Feb-2017 00:00","05-Feb-2017 00:00","3.64637892535405","9322"
"05-Feb-2017 00:00","06-Feb-2017 00:00","2.87501345033685","8255"
"06-Feb-2017 00:00","07-Feb-2017 00:00","1.7808687836662","4974"
"07-Feb-2017 00:00","08-Feb-2017 00:00","0.588737637186778","1842"
"08-Feb-2017 00:00","09-Feb-2017 00:00","2.54297438889205","7185"
"09-Feb-2017 00:00","10-Feb-2017 00:00","1.54661171346043","4524"
"10-Feb-2017 00:00","11-Feb-2017 00:00","4.64406406815395","12688"
"11-Feb-2017 00:00","12-Feb-2017 00:00","3.23734484530411","9075"
"12-Feb-2017 00:00","13-Feb-2017 00:00","2.34021049107094","6687"
"13-Feb-2017 00:00","14-Feb-2017 00:00","2.20033276833777","6055"
"14-Feb-2017 00:00","15-Feb-2017 00:00","2.9286446799177","7992"
"15-Feb-2017 00:00","16-Feb-2017 00:00","2.25499246685277","6124"
"16-Feb-2017 00:00","17-Feb-2017 00:00","0.94158358790865","2704.88359629035"
"17-Feb-2017 00:00","18-Feb-2017 00:00","1.37757665012799","3875.11640370965"
"18-Feb-2017 00:00","19-Feb-2017 00:00","1.72427282905748","4959"
"19-Feb-2017 00:00","20-Feb-2017 00:00","1.36225832623269","4077"
"20-Feb-2017 00:00","21-Feb-2017 00:00","1.26785515452403","3829"
"21-Feb-2017 00:00","22-Feb-2017 00:00","2.39301808624461","6197"
"22-Feb-2017 00:00","23-Feb-2017 00:00","1.01433372801367","2820"
"23-Feb-2017 00:00","24-Feb-2017 00:00","2.43904057654403","6981"
"24-Feb-2017 00:00","25-Feb-2017 00:00","3.58475406410705","9881"
"25-Feb-2017 00:00","26-Feb-2017 00:00","1.56778217911616","4372"
"26-Feb-2017 00:00","27-Feb-2017 00:00","1.72574589088024","4996"
"27-Feb-2017 00:00","28-Feb-2017 00:00","1.10267703721567","3166"
"28-Feb-2017 00:00","01-Mar-2017 00:00","2.65566404782674","6920"
"01-Mar-2017 00:00","02-Mar-2017 00:00","2.04923177071372","5752"
"02-Mar-2017 00:00","03-Mar-2017 00:00","1.23383448444517","3772"
"03-Mar-2017 00:00","04-Mar-2017 00:00","3.90462007186437","11481"
"04-Mar-2017 00:00","05-Mar-2017 00:00","3.18615429900137","9520"
"05-Mar-2017 00:00","06-Mar-2017 00:00","3.2839702038333","8794"
"06-Mar-2017 00:00","07-Mar-2017 00:00","1.304782917778","2653"
"07-Mar-2017 00:00","08-Mar-2017 00:00","2.37110574484602","6266"
"08-Mar-2017 00:00","09-Mar-2017 00:00","2.51988999207886","7045"
"09-Mar-2017 00:00","10-Mar-2017 00:00","1.50099680150385","4194"
"10-Mar-2017 00:00","11-Mar-2017 00:00","4.3941323382622","12059"
"11-Mar-2017 00:00","12-Mar-2017 00:00","0.6251772914035","1788"
"12-Mar-2017 00:00","13-Mar-2017 00:00","2.46956901841506","7007"
"13-Mar-2017 00:00","14-Mar-2017 00:00","1.44808915101699","4632"
"14-Mar-2017 00:00","15-Mar-2017 00:00","1.99273347125235","6095"
"15-Mar-2017 00:00","16-Mar-2017 00:00","1.91175978284728","5519"
"16-Mar-2017 00:00","17-Mar-2017 00:00","4.89002159713685","13662"
"17-Mar-2017 00:00","18-Mar-2017 00:00","1.03254031529349","2965"
"18-Mar-2017 00:00","19-Mar-2017 00:00","0.36818523482151","1143"
"19-Mar-2017 00:00","20-Mar-2017 00:00","2.9387668601431","8066"
"20-Mar-2017 00:00","21-Mar-2017 00:00","1.38774613733901","4091"
"21-Mar-2017 00:00","22-Mar-2017 00:00","2.78470253886794","7401"
"22-Mar-2017 00:00","23-Mar-2017 00:00","3.31313290040167","9106"
"23-Mar-2017 00:00","24-Mar-2017 00:00","2.4852366433999","7750"
"24-Mar-2017 00:00","25-Mar-2017 00:00","1.8758702868833","5086"
"25-Mar-2017 00:00","26-Mar-2017 00:00","3.31087717481794","9864"
"26-Mar-2017 00:00","27-Mar-2017 00:00","1.66805466353012","4710"
"27-Mar-2017 00:00","28-Mar-2017 00:00","2.84143812377248","7917"
"28-Mar-2017 00:00","29-Mar-2017 00:00","2.6010301624522","7036"
"29-Mar-2017 00:00","30-Mar-2017 00:00","3.30340857216323","9404.89599041401"
"30-Mar-2017 00:00","31-Mar-2017 00:00","2.04349478643351","6359.10400958599"
"31-Mar-2017 00:00","01-Apr-2017 00:00","3.51005732899622","9964"
"01-Apr-2017 00:00","02-Apr-2017 00:00","2.04576353707564","5902"
"02-Apr-2017 00:00","03-Apr-2017 00:00","1.22584721351429","3757"
"03-Apr-2017 00:00","04-Apr-2017 00:00","1.49680925539755","4515"
"04-Apr-2017 00:00","05-Apr-2017 00:00","3.08819134016076","8704"
"05-Apr-2017 00:00","06-Apr-2017 00:00","2.36144905348601","6461"
"06-Apr-2017 00:00","07-Apr-2017 00:00","1.52059864028772","4789"
"07-Apr-2017 00:00","08-Apr-2017 00:00","3.15038141831929","9243"
"08-Apr-2017 00:00","09-Apr-2017 00:00","1.58422460374768","5034"
"09-Apr-2017 00:00","10-Apr-2017 00:00","2.14108705927733","6419"
"10-Apr-2017 00:00","11-Apr-2017 00:00","3.19111250856949","8554"
"11-Apr-2017 00:00","12-Apr-2017 00:00","2.43553882061785","6377"
"12-Apr-2017 00:00","13-Apr-2017 00:00","1.02421545968979","2485"
"13-Apr-2017 00:00","14-Apr-2017 00:00","2.44334936366901","7065"
"14-Apr-2017 00:00","15-Apr-2017 00:00","2.32899669764344","6486"
"15-Apr-2017 00:00","16-Apr-2017 00:00","0.62302763835048","2027"
"16-Apr-2017 00:00","17-Apr-2017 00:00","0.373830398062964","1474"
"17-Apr-2017 00:00","18-Apr-2017 00:00","0.618798995199259","1944"
"18-Apr-2017 00:00","19-Apr-2017 00:00","2.14256861945823","5999"
"19-Apr-2017 00:00","20-Apr-2017 00:00","0.882430155697342","2455.22732626505"
"20-Apr-2017 00:00","21-Apr-2017 00:00","1.36994342943617","4455.77267373495"
"21-Apr-2017 00:00","22-Apr-2017 00:00","1.64891631808233","5020"
"22-Apr-2017 00:00","23-Apr-2017 00:00","3.05036204897699","8945"
"23-Apr-2017 00:00","24-Apr-2017 00:00","1.04012928118559","3134"
"24-Apr-2017 00:00","25-Apr-2017 00:00","2.7666881097129","6839"
"25-Apr-2017 00:00","26-Apr-2017 00:00","5.90546443022114","13330"
"26-Apr-2017 00:00","27-Apr-2017 00:00","2.35343818390297","5667"
"27-Apr-2017 00:00","28-Apr-2017 00:00","2.51491477615252","6848"
"28-Apr-2017 00:00","29-Apr-2017 00:00","3.16759579034426","8332"
"29-Apr-2017 00:00","30-Apr-2017 00:00","1.03794952149338","3254"
"30-Apr-2017 00:00","01-May-2017 00:00","0.23655726249225","874"
"01-May-2017 00:00","02-May-2017 00:00","0.883089707596183","2233"
"02-May-2017 00:00","03-May-2017 00:00","2.28707644569466","6087.17775592784"
"03-May-2017 00:00","04-May-2017 00:00","2.66182581937182","7275.82224407216"
"04-May-2017 00:00","05-May-2017 00:00","2.43330460793577","7176"
"05-May-2017 00:00","06-May-2017 00:00","2.11533586195209","6102"
"06-May-2017 00:00","07-May-2017 00:00","2.26194474939647","6678"
"07-May-2017 00:00","08-May-2017 00:00","0.406727670513215","1256"
"08-May-2017 00:00","09-May-2017 00:00","1.63573985821834","4577"
"09-May-2017 00:00","10-May-2017 00:00","2.13561944536936","5562"
"10-May-2017 00:00","11-May-2017 00:00","2.00014321144173","5566"
"11-May-2017 00:00","12-May-2017 00:00","5.13991889858691","15237"
"12-May-2017 00:00","13-May-2017 00:00","2.36435174116833","6999"
"13-May-2017 00:00","14-May-2017 00:00","2.98495393088936","8487"
"14-May-2017 00:00","15-May-2017 00:00","1.11479094426812","3296"
"15-May-2017 00:00","16-May-2017 00:00","2.68136817620787","7073"
"16-May-2017 00:00","17-May-2017 00:00","3.14934310930959","7229"
"17-May-2017 00:00","18-May-2017 00:00","2.05526422925917","5385"
"18-May-2017 00:00","19-May-2017 00:00","1.43805041343905","4386"
"19-May-2017 00:00","20-May-2017 00:00","1.08843964167744","3453"
"20-May-2017 00:00","21-May-2017 00:00","1.05068069398718","3196"
"21-May-2017 00:00","22-May-2017 00:00","0.757362128693038","2309"
"22-May-2017 00:00","23-May-2017 00:00","2.72457052934646","7215"
"23-May-2017 00:00","24-May-2017 00:00","0.643563325124525","1801"
"24-May-2017 00:00","25-May-2017 00:00","4.25894965477707","11458"
"25-May-2017 00:00","26-May-2017 00:00","1.61688709441883","4632"
"26-May-2017 00:00","27-May-2017 00:00","1.42044654714214","4228"
"27-May-2017 00:00","28-May-2017 00:00","2.30520542243223","6682"
"28-May-2017 00:00","29-May-2017 00:00","0.365052737182349","909.513977786814"
"29-May-2017 00:00","30-May-2017 00:00","3.95000236618635","10574.4860222132"
"30-May-2017 00:00","31-May-2017 00:00","0.773531770852209","2181"
"31-May-2017 00:00","01-Jun-2017 00:00","2.05739855497855","5298"
"01-Jun-2017 00:00","02-Jun-2017 00:00","2.89182738970148","7487"
"02-Jun-2017 00:00","03-Jun-2017 00:00","1.32879327514933","4134"
"03-Jun-2017 00:00","04-Jun-2017 00:00","0.429641495680254","1301"
"04-Jun-2017 00:00","05-Jun-2017 00:00","2.41213481114761","6972"
"05-Jun-2017 00:00","06-Jun-2017 00:00","0.148785387920181","386"
"06-Jun-2017 00:00","07-Jun-2017 00:00","2.96621011590012","7849"
"07-Jun-2017 00:00","08-Jun-2017 00:00","1.81492551724829","4992"
"08-Jun-2017 00:00","09-Jun-2017 00:00","1.95556699786217","5949"
"09-Jun-2017 00:00","10-Jun-2017 00:00","1.82017815627827","4786"
"10-Jun-2017 00:00","11-Jun-2017 00:00","3.03186727070953","8292"
"11-Jun-2017 00:00","12-Jun-2017 00:00","2.95314624437093","7352"
"12-Jun-2017 00:00","13-Jun-2017 00:00","3.54796983057493","8017"
"13-Jun-2017 00:00","14-Jun-2017 00:00","0.543655884793894","1485"
"14-Jun-2017 00:00","15-Jun-2017 00:00","1.79283756252221","4854"
"15-Jun-2017 00:00","16-Jun-2017 00:00","1.84299554828096","5191"
"16-Jun-2017 00:00","17-Jun-2017 00:00","1.62790079460863","4837"
"17-Jun-2017 00:00","18-Jun-2017 00:00","1.60805823875572","4181"
"18-Jun-2017 00:00","19-Jun-2017 00:00","1.85130388225319","5138"
"19-Jun-2017 00:00","20-Jun-2017 00:00","3.10521177542437","7545"
"20-Jun-2017 00:00","21-Jun-2017 00:00","0.430920732679598","1184"
"21-Jun-2017 00:00","22-Jun-2017 00:00","2.70725696361466","6744"
"22-Jun-2017 00:00","23-Jun-2017 00:00","2.75804562651978","6818"
"23-Jun-2017 00:00","24-Jun-2017 00:00","4.31348679471655","11207"
"24-Jun-2017 00:00","25-Jun-2017 00:00","4.61145524709804","12261"
"25-Jun-2017 00:00","26-Jun-2017 00:00","2.69916193103571","7633"
"26-Jun-2017 00:00","27-Jun-2017 00:00","1.04381333612533","2782"
"27-Jun-2017 00:00","28-Jun-2017 00:00","1.09573729640787","2674"
"28-Jun-2017 00:00","29-Jun-2017 00:00","2.50917658295855","6660"
"29-Jun-2017 00:00","30-Jun-2017 00:00","3.51349240186807","9001"
"30-Jun-2017 00:00","01-Jul-2017 00:00","1.6618231443583","5112"
"01-Jul-2017 00:00","02-Jul-2017 00:00","1.39788133211662","4071"
"02-Jul-2017 00:00","03-Jul-2017 00:00","1.77522542799935","4762"
"03-Jul-2017 00:00","04-Jul-2017 00:00","2.07403264797721","5433"
"04-Jul-2017 00:00","05-Jul-2017 00:00","1.74003995716659","4117"
"05-Jul-2017 00:00","06-Jul-2017 00:00","2.37141677145672","5593"
"06-Jul-2017 00:00","07-Jul-2017 00:00","1.33641211728078","3598"
"07-Jul-2017 00:00","08-Jul-2017 00:00","1.23095506045766","3000"
"08-Jul-2017 00:00","09-Jul-2017 00:00","1.18155334257934","3167"
"09-Jul-2017 00:00","10-Jul-2017 00:00","1.60020158707459","4205"
"10-Jul-2017 00:00","11-Jul-2017 00:00","2.09849387777052","4818"
"11-Jul-2017 00:00","12-Jul-2017 00:00","1.67237949124671","3801"
"12-Jul-2017 00:00","13-Jul-2017 00:00","1.82857152526093","5118"
"13-Jul-2017 00:00","14-Jul-2017 00:00","1.5449329821464","4101"
"14-Jul-2017 00:00","15-Jul-2017 00:00","0.818026345067287","2132"
"15-Jul-2017 00:00","16-Jul-2017 00:00","1.67374939026035","4715"
"16-Jul-2017 00:00","17-Jul-2017 00:00","0.669014039982304","1657"
"17-Jul-2017 00:00","18-Jul-2017 00:00","0.376825777469634","924"
"18-Jul-2017 00:00","19-Jul-2017 00:00","1.2040008949479","2850"
"19-Jul-2017 00:00","20-Jul-2017 00:00","1.87435781883029","4323"
"20-Jul-2017 00:00","21-Jul-2017 00:00","1.95329263771853","5548"
"21-Jul-2017 00:00","22-Jul-2017 00:00","0.410979812055308","1064"
"22-Jul-2017 00:00","23-Jul-2017 00:00","2.30138674946282","6029"
"23-Jul-2017 00:00","24-Jul-2017 00:00","1.94390110091927","4908"
"24-Jul-2017 00:00","25-Jul-2017 00:00","2.04480033626135","5489"
"25-Jul-2017 00:00","26-Jul-2017 00:00","1.79312343257803","4909"
"26-Jul-2017 00:00","27-Jul-2017 00:00","2.12978779539217","5140"
"27-Jul-2017 00:00","28-Jul-2017 00:00","3.86962297523252","8887"
"28-Jul-2017 00:00","29-Jul-2017 00:00","0.38621381379833","1034"
"29-Jul-2017 00:00","30-Jul-2017 00:00","1.03142249691525","2733"
"30-Jul-2017 00:00","31-Jul-2017 00:00","2.53277355376074","5908"
"31-Jul-2017 00:00","01-Aug-2017 00:00","3.59735219742593","8113"
"01-Aug-2017 00:00","02-Aug-2017 00:00","1.24977414285662","2809"
"02-Aug-2017 00:00","03-Aug-2017 00:00","2.22002815196838","5601"
"03-Aug-2017 00:00","04-Aug-2017 00:00","3.11838978437867","8502"
"04-Aug-2017 00:00","05-Aug-2017 00:00","3.61766507425132","9280"
"05-Aug-2017 00:00","06-Aug-2017 00:00","3.51001296696529","7615"
"06-Aug-2017 00:00","07-Aug-2017 00:00","2.20512452598009","6500"
"07-Aug-2017 00:00","08-Aug-2017 00:00","4.32801258616829","9404"
"08-Aug-2017 00:00","09-Aug-2017 00:00","1.40934328573927","3224"
"09-Aug-2017 00:00","10-Aug-2017 00:00","1.96620243282826","5399"
"10-Aug-2017 00:00","11-Aug-2017 00:00","1.40247174263034","3928"
"11-Aug-2017 00:00","12-Aug-2017 00:00","2.56351045518544","7736"
"12-Aug-2017 00:00","13-Aug-2017 00:00","2.28467450159879","6718"
"13-Aug-2017 00:00","14-Aug-2017 00:00","3.13320878275373","9050"
"14-Aug-2017 00:00","15-Aug-2017 00:00","3.44175282422062","9441"
"15-Aug-2017 00:00","16-Aug-2017 00:00","2.4233672763785","5742"
"16-Aug-2017 00:00","17-Aug-2017 00:00","1.89555959179275","4651"
"17-Aug-2017 00:00","18-Aug-2017 00:00","1.01970061003119","3028"
"18-Aug-2017 00:00","19-Aug-2017 00:00","1.41485257488311","4012"
"19-Aug-2017 00:00","20-Aug-2017 00:00","3.53873066148745","10475"
"20-Aug-2017 00:00","21-Aug-2017 00:00","3.00848107292107","7776.77214823749"
"21-Aug-2017 00:00","22-Aug-2017 00:00","3.93160315857985","10455.2278517625"
"22-Aug-2017 00:00","23-Aug-2017 00:00","2.5060260613849","6357"
"23-Aug-2017 00:00","24-Aug-2017 00:00","3.11859679589177","7850"
"24-Aug-2017 00:00","25-Aug-2017 00:00","2.09204150705105","5651"
"25-Aug-2017 00:00","26-Aug-2017 00:00","1.33911830190094","3377"
"26-Aug-2017 00:00","27-Aug-2017 00:00","1.38506539394087","4063"
"27-Aug-2017 00:00","28-Aug-2017 00:00","1.38018182657153","3339"
"28-Aug-2017 00:00","29-Aug-2017 00:00","2.52068709885846","6470"
"29-Aug-2017 00:00","30-Aug-2017 00:00","2.7262079028168","6796"
"30-Aug-2017 00:00","31-Aug-2017 00:00","1.93087031854284","4554"
"31-Aug-2017 00:00","01-Sep-2017 00:00","0.953853717947214","3003"
"01-Sep-2017 00:00","02-Sep-2017 00:00","1.91214151943135","5660"
"02-Sep-2017 00:00","03-Sep-2017 00:00","1.30472602425845","3926"
"03-Sep-2017 00:00","04-Sep-2017 00:00","0.728782874343602","2331"
"04-Sep-2017 00:00","05-Sep-2017 00:00","2.43722437383485","5920"
"05-Sep-2017 00:00","06-Sep-2017 00:00","2.71035160907339","6381"
"06-Sep-2017 00:00","07-Sep-2017 00:00","2.47635084247276","7001"
"07-Sep-2017 00:00","08-Sep-2017 00:00","2.59143318201844","7228"
"08-Sep-2017 00:00","09-Sep-2017 00:00","2.89550630084735","8491"
"09-Sep-2017 00:00","10-Sep-2017 00:00","1.93446657467451","5485"
"10-Sep-2017 00:00","11-Sep-2017 00:00","0.31370847817377","901"
"11-Sep-2017 00:00","12-Sep-2017 00:00","2.12028808825281","6207"
"12-Sep-2017 00:00","13-Sep-2017 00:00","0.759571368256783","2447"
"13-Sep-2017 00:00","14-Sep-2017 00:00","0.601635488719499","1948"
"14-Sep-2017 00:00","15-Sep-2017 00:00","1.4630155643873","4213"
"15-Sep-2017 00:00","16-Sep-2017 00:00","2.54174220755803","7242"
"16-Sep-2017 00:00","17-Sep-2017 00:00","1.41864388594146","3920"
"17-Sep-2017 00:00","18-Sep-2017 00:00","0.300275037470292","957"
"18-Sep-2017 00:00","19-Sep-2017 00:00","1.94974009100611","5562"
"19-Sep-2017 00:00","20-Sep-2017 00:00","1.74859643302776","4758"
"20-Sep-2017 00:00","21-Sep-2017 00:00","2.42129452944284","6400"
"21-Sep-2017 00:00","22-Sep-2017 00:00","1.9359086079431","5844"
"22-Sep-2017 00:00","23-Sep-2017 00:00","2.85602539870262","8584"
"23-Sep-2017 00:00","24-Sep-2017 00:00","2.450429150997","7045"
"24-Sep-2017 00:00","25-Sep-2017 00:00","1.47082690855044","4742"
"25-Sep-2017 00:00","26-Sep-2017 00:00","1.54986196565051","3433"
"26-Sep-2017 00:00","27-Sep-2017 00:00","1.77972041933035","4489"
"27-Sep-2017 00:00","28-Sep-2017 00:00","2.94521441346047","7666"
"28-Sep-2017 00:00","29-Sep-2017 00:00","3.16777548405373","8855"
"29-Sep-2017 00:00","30-Sep-2017 00:00","1.85101077608188","5368"
"30-Sep-2017 00:00","01-Oct-2017 00:00","3.61489422147341","9953"
"01-Oct-2017 00:00","02-Oct-2017 00:00","1.81640990401402","5336"
"02-Oct-2017 00:00","03-Oct-2017 00:00","3.6399400122452","8483.05680166756"
"03-Oct-2017 00:00","04-Oct-2017 00:00","1.42979611748735","3358.94319833244"
"04-Oct-2017 00:00","05-Oct-2017 00:00","3.15578728492032","8883"
"05-Oct-2017 00:00","06-Oct-2017 00:00","1.96000599975374","5767"
"06-Oct-2017 00:00","07-Oct-2017 00:00","1.7390067008815","4862"
"07-Oct-2017 00:00","08-Oct-2017 00:00","3.08069101545156","9186"
"08-Oct-2017 00:00","09-Oct-2017 00:00","3.41967759645313","9386"
"09-Oct-2017 00:00","10-Oct-2017 00:00","2.60301446874605","6150"
"10-Oct-2017 00:00","11-Oct-2017 00:00","2.05673677316923","5557"
"11-Oct-2017 00:00","12-Oct-2017 00:00","2.72745894535828","7481"
"12-Oct-2017 00:00","13-Oct-2017 00:00","0.59613109441032","2095"
"13-Oct-2017 00:00","14-Oct-2017 00:00","3.72914688816084","10432"
"14-Oct-2017 00:00","15-Oct-2017 00:00","2.06986687612978","5110"
"15-Oct-2017 00:00","16-Oct-2017 00:00","1.69652661804907","4800"
"16-Oct-2017 00:00","17-Oct-2017 00:00","2.811849462991","5955.88363844554"
"17-Oct-2017 00:00","18-Oct-2017 00:00","1.52991691300298","3445.11636155446"
"18-Oct-2017 00:00","19-Oct-2017 00:00","1.87620774911092","5405.11191224135"
"19-Oct-2017 00:00","20-Oct-2017 00:00","1.21816066148173","3308.88808775865"
"20-Oct-2017 00:00","21-Oct-2017 00:00","1.58498859435486","4562"
"21-Oct-2017 00:00","22-Oct-2017 00:00","3.35761053608905","10328"
"22-Oct-2017 00:00","23-Oct-2017 00:00","0.781237572574003","2441"
"23-Oct-2017 00:00","24-Oct-2017 00:00","0.987650868932836","2268"
"24-Oct-2017 00:00","25-Oct-2017 00:00","2.13692115582205","5616"
"25-Oct-2017 00:00","26-Oct-2017 00:00","1.26580995327855","2710"
"26-Oct-2017 00:00","27-Oct-2017 00:00","0.0033926867095927","7"
"27-Oct-2017 00:00","28-Oct-2017 00:00","2.50319384793447","5284"
"28-Oct-2017 00:00","29-Oct-2017 00:00","0.134241032370398","269"
"29-Oct-2017 00:00","30-Oct-2017 00:00","0.126685158673857","308"
"30-Oct-2017 00:00","31-Oct-2017 00:00","0.623285015510629","1527"
"31-Oct-2017 00:00","01-Nov-2017 00:00","1.22843322595642","2724"
"01-Nov-2017 00:00","02-Nov-2017 00:00","1.21106839342277","2838"
"02-Nov-2017 00:00","03-Nov-2017 00:00","0","0"
"03-Nov-2017 00:00","04-Nov-2017 00:00","3.35797548902354","7176"
"04-Nov-2017 00:00","05-Nov-2017 00:00","0","0"
"05-Nov-2017 00:00","06-Nov-2017 00:00","0","0"
"06-Nov-2017 00:00","07-Nov-2017 00:00","0","0"
"07-Nov-2017 00:00","08-Nov-2017 00:00","0","0"
"08-Nov-2017 00:00","09-Nov-2017 00:00","0","0"
"09-Nov-2017 00:00","10-Nov-2017 00:00","0","0"
"10-Nov-2017 00:00","11-Nov-2017 00:00","2.2223340690322","4793"
"11-Nov-2017 00:00","12-Nov-2017 00:00","0","0"
"12-Nov-2017 00:00","13-Nov-2017 00:00","0","0"
"13-Nov-2017 00:00","14-Nov-2017 00:00","0.645710301837271","1521"
"14-Nov-2017 00:00","15-Nov-2017 00:00","3.57235618985123","9236"
"15-Nov-2017 00:00","16-Nov-2017 00:00","3.33320199636032","8674"
"16-Nov-2017 00:00","17-Nov-2017 00:00","1.55276404561746","3694.34696210965"
"17-Nov-2017 00:00","18-Nov-2017 00:00","3.57824417020748","9180.24621124309"
"18-Nov-2017 00:00","19-Nov-2017 00:00","1.68767472137172","4265.40682664727"
"19-Nov-2017 00:00","20-Nov-2017 00:00","1.37830693748514","3518"
"20-Nov-2017 00:00","21-Nov-2017 00:00","2.61471754951089","6404"
"21-Nov-2017 00:00","22-Nov-2017 00:00","3.40455489938769","8416"
"22-Nov-2017 00:00","23-Nov-2017 00:00","2.81003315636693","7385"
"23-Nov-2017 00:00","24-Nov-2017 00:00","2.74123493796237","6918"
"24-Nov-2017 00:00","25-Nov-2017 00:00","3.05141722341539","7685"
"25-Nov-2017 00:00","26-Nov-2017 00:00","2.02936724528768","4746"
"26-Nov-2017 00:00","27-Nov-2017 00:00","1.95011756342976","5148"
"27-Nov-2017 00:00","28-Nov-2017 00:00","1.61512392627063","3934"
"28-Nov-2017 00:00","29-Nov-2017 00:00","1.31110564304464","3199"
"29-Nov-2017 00:00","30-Nov-2017 00:00","2.64401520122493","6513"
"30-Nov-2017 00:00","01-Dec-2017 00:00","2.5984873339696","6979"
"01-Dec-2017 00:00","02-Dec-2017 00:00","3.50503683488422","8937"
"02-Dec-2017 00:00","03-Dec-2017 00:00","4.31936824061511","10610.1685226276"
"03-Dec-2017 00:00","04-Dec-2017 00:00","1.2325274386182","3136.83147737242"
"04-Dec-2017 00:00","05-Dec-2017 00:00","2.93964309469506","6783.65853231973"
"05-Dec-2017 00:00","06-Dec-2017 00:00","2.70382517028647","6825.34146768027"
"06-Dec-2017 00:00","07-Dec-2017 00:00","2.85728222182462","7434"
"07-Dec-2017 00:00","08-Dec-2017 00:00","4.45621942853711","11694"
"08-Dec-2017 00:00","09-Dec-2017 00:00","3.83454028401251","8809.30842181433"
"09-Dec-2017 00:00","10-Dec-2017 00:00","1.45029775292949","3754.69157818567"
"10-Dec-2017 00:00","11-Dec-2017 00:00","2.72765797741194","7423"
"11-Dec-2017 00:00","12-Dec-2017 00:00","3.20706449335875","7615"
"12-Dec-2017 00:00","13-Dec-2017 00:00","2.0740394316778","4835"
"13-Dec-2017 00:00","14-Dec-2017 00:00","3.18456464248784","7983"
