Datum,Stampfenbachstrasse_PM10,Schimmelstrasse_PM10,Rosengartenstrasse_PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-24,15.41,17.53,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-25,15.91,10.87,15.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-26,16.47,18.12,17.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-27,14.39,15.83,13.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,22.25,22.83,21.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-29,24.73,26.82,26.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,24.71,21.99,25.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,25.51,30.87,25.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-01,33.87,34.34,34.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-02,25.31,24.42,25.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-03,22.38,22,23.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,19.92,25.77,20.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-05,4.57,5.75,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-06,9.64,10.04,11.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-07,15.34,13.59,15.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-08,15.64,17.57,15.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-09,22.09,20.92,20.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-10,26.48,31.78,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-11,25.16,29.72,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-12,16.91,20.1,18.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-13,11.99,12.83,13.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-14,17.49,21.57,19.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,10.95,13.82,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-16,6.73,4.24,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-17,13.85,12.88,13.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,11.34,9.69,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-19,13.65,15.03,16.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-20,17.95,21.53,17.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-21,24.53,26.64,25.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-22,25.76,30.73,23.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-23,20.82,22,21.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-24,31.25,35.09,31.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-25,20.41,21.65,22.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-26,22.31,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-27,NaN,NaN,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-28,10.91,15.06,15.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-29,12.67,14.99,14.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-30,12.93,13.93,15.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01,11.44,14.68,14.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-02,13.89,19.97,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-03,13.16,15.09,16.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-04,14.74,16.02,20.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-05,17.75,21.59,19.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-06,8.2,16.56,12.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-07,15.51,16.13,17.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-08,13.09,15.77,18.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-09,12.76,20.18,18.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-10,19.84,18.85,21.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-11,9.83,8.96,13.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-12,13.35,9.37,15.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-13,NaN,11.57,17.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-14,NaN,16.8,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-15,NaN,24.72,21.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,16.09,23.07,20.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,7.93,8.7,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,9.36,7.96,12.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-19,8.99,7.65,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-20,8.61,8.46,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-21,10.89,11.17,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-22,15.01,16.63,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-23,27.72,22.8,28.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-24,21.95,21.29,26.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-25,11.93,10.54,14.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-26,12.44,13.04,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-27,8.14,7.99,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-28,10.1,13.65,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-29,18.89,20.94,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-30,17.06,22.65,20.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,31.67,34.36,36.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-01,70.4,58.62,61.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-02,27.66,29.13,31.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-03,13.4,15.63,16.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-04,8.59,7.43,9.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-05,25.08,29.62,24.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,37.84,43.19,43.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-07,32.53,33.7,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-08,17.92,17.01,20.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-09,9.37,6.77,11.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-10,5.4,3.54,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-11,5.58,NaN,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-12,18.11,NaN,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-13,17.97,17.75,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-14,8.1,8.61,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-15,21.43,15.71,24.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-16,22.05,30.23,24.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-17,7.24,7.66,11.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-18,11.99,16.55,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-19,19.06,23.11,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-20,18.3,23.07,21.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-21,17.97,22.11,20.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-22,25.98,29.23,31.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-23,17.87,22.51,23.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-24,20.14,22.53,23.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-25,14.44,15.76,19.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-26,16.38,14.22,20.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-27,10.18,12.99,15.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-28,16.84,13.54,18.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-29,8.91,7.55,10.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-30,8.5,5,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-31,9.32,7.76,12.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-01,5.52,5.33,10.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-02,6.76,4.9,10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-03,12.25,14,16.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-04,18.1,20.77,22.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-05,17.44,20.07,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-06,31.14,33.42,33.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-07,32.1,33.52,35.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-08,40.13,42.39,43.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-09,31.47,28.92,35.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-10,25.7,28.26,27.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-11,36.51,35.46,39.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-12,51.61,52.11,52.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-13,52.09,47.72,53.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-14,37.68,40.16,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-15,39.06,41.26,41.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-16,43.76,50.92,48.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-17,44.75,47.38,49.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-18,28.32,31.66,31.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-19,42.73,39.04,45.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-20,38.14,27.82,39.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-21,16.14,16.72,21.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-22,14.95,14.9,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-23,15.79,15.25,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-24,15.96,13.3,19.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-25,16.52,15.33,18.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-26,21.06,17.89,24.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-27,7.39,10.34,13.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28,14.4,14.94,17.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-01,7.42,8.42,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-02,5.56,5.86,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-03,17.67,14.91,18.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-04,NaN,9.49,13.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-05,13.87,15.74,17.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-06,18.91,21.09,25.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-07,19.31,22.17,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-08,23.47,24.08,26.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,22.91,23.33,28.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-10,29.17,30.97,34.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,23.15,27.83,27.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-12,15.33,17.84,17.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-13,24.62,29.61,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-14,NaN,30.18,33.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-15,NaN,42.58,44.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-16,NaN,NaN,44.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-17,41.49,38.27,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-18,30.97,30.85,37.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-19,36.76,39.14,42.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-20,42.59,43.9,47.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-21,41.71,42.17,46.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-22,19.45,22.47,24.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-23,24.19,24.02,29.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-24,27.88,28.14,33.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-25,19.93,22.4,26.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-26,10.29,13.02,18.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-27,11.77,13.25,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-28,16.68,16.59,21.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-29,6.08,5.04,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-30,4.78,3.5,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,8.74,4.34,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,10.83,10.6,14.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-02,8.01,7.6,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-03,7.9,7.45,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-04,7.93,7.7,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-05,10.25,12.78,13.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-06,10.95,11.65,13.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-07,13.5,14.7,18.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-08,14.07,17.03,19.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-09,22.45,20.06,27.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-10,21.69,23.12,27.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-11,NaN,13.25,17.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-12,NaN,15.05,20.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-13,NaN,17.59,23.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-14,NaN,16.4,23.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-15,19.81,18.1,22.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-16,22.35,20,24.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-17,21.77,23.45,24.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-18,11.91,13.24,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-19,9.78,13.15,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,13.29,17.12,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-21,16.55,18.99,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-22,21.15,20.51,21.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,17.16,21.23,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-24,21.67,21.72,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-25,19.64,16.33,22.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-26,9.48,11.49,12.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-27,14.79,14.88,20.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-28,12.26,10.77,15.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-29,13.18,17.58,30.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,11.07,11.03,20.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-01,5.6,5.9,6.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-02,5.66,5.99,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-03,4.69,5.58,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-04,8.07,11.2,12.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-05,17.36,18.11,28.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-06,8.86,9.55,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-07,13.53,14.83,15.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-08,17.45,17.21,20.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-09,NaN,11.95,12.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-10,NaN,10.89,12.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-11,NaN,18.82,18.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-12,22.68,19.81,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-13,26.38,25.18,27.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-14,12.85,12.32,14.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-15,6.76,5.6,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-16,12.38,14.05,18.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-17,9.99,10.64,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-18,13.26,15.03,14.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-19,9.57,13.55,20.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-20,7.48,8.25,12.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-21,12.03,10.93,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-22,19.98,18.05,17.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-23,20.59,19.44,20.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-24,15.04,14.45,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-25,12.31,10.01,14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-26,10.06,11.51,14.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-27,16.01,18.22,20.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-28,16.19,NaN,21.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-29,NaN,NaN,22.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-30,NaN,11.45,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-31,NaN,11.15,14.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,NaN,11.59,17.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-02,11.93,12.37,18.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-03,19.9,14.5,21.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-04,18.72,20.39,20.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-05,24.45,26.7,28.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-06,14.71,13.78,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-07,10.19,11.08,13.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-08,NaN,10.94,13.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-09,NaN,13.71,15.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-10,NaN,15.91,17.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-11,16.33,21.28,21.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-12,16.03,17.52,19.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-13,NaN,13.55,17.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-14,NaN,11.25,14.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-15,NaN,13.31,14.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-16,NaN,17.99,18.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-17,18.29,18.21,19.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-18,18.3,15.94,22.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-19,14.73,13.76,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-20,11.37,13.82,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-21,13.85,11.92,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-22,12.77,10.13,13.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-23,2.07,9.45,11.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-24,12.59,12.23,12.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-25,15.36,16.07,16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-26,17.91,15.9,19.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-27,13.63,15.31,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-28,13.17,9.82,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-29,19.99,17.7,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,17.41,17.64,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,22.84,24.27,28.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-02,28.96,27.74,33.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-03,31.88,30.42,33.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-04,34.74,30.34,35.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-05,36.26,33.88,36.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-06,31.75,31.07,34.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-07,35.54,33.66,41.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-08,14.08,15.48,18.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-09,10.99,12.84,15.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-10,12.66,14.33,17.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-11,19.14,19.27,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-12,21.61,19,22.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-13,15.37,17.24,24.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-14,18.1,16.54,23.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-15,19.71,20.39,22.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-16,26.61,24.17,29.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-17,25.99,24.72,29.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-18,16.94,16.74,19.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-19,17.19,17.15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-20,12.53,11.81,14.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-21,13.52,16.38,16.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-22,19.22,17.52,21.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-23,12.42,13.26,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-24,14.24,19.41,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-25,7.79,8.43,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-26,7.7,8.9,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-27,5.58,6.48,11.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-28,10.76,10.86,15.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-29,9.16,10.43,10.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-30,11.43,14.14,13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,15.17,19.22,14.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-01,24.04,25.61,29.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-02,26.71,23.27,27.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-03,15.62,15.39,16.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-04,12.22,14.42,16.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-05,19.87,14.72,15.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-06,23.97,24.32,24.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-07,28.38,25.2,35.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-08,17.72,20.05,21.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-09,22.44,20.27,27.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
