Datum,Stampfenbachstrasse_PM10,Schimmelstrasse_PM10,Rosengartenstrasse_PM10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-26,16.77,16.66,16.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-27,19.52,21.1,23.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-28,NaN,14.87,17.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-29,NaN,10.25,10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-30,NaN,5.49,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-31,7.97,6.31,9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-01,9.71,12.3,11.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-02,6.69,6.97,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03,5.72,7.39,7.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-04,NaN,7.05,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05,NaN,7.43,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06,NaN,12,11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-07,17.18,19.28,18.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-08,10.7,NaN,14.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-09,12.46,13.99,14.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-10,12.44,12.48,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-11,3.54,7.22,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-12,6.66,5.01,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-13,6.43,4.85,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14,6.22,5.39,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-15,7.35,9.45,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-16,8.45,9.32,13.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-17,6.4,5.13,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-18,6.64,5,7.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-19,5.92,5.19,16.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-20,9.29,12.35,10.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-21,4.45,9.24,11.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-22,9.1,9.67,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-23,13.83,23.75,18.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-24,20.98,21.69,25.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-25,6.86,10.36,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-26,10.31,12.17,11.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-27,8.55,10.24,11.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-28,11.66,11.72,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-29,11.44,14.42,14.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,7.43,11.86,12.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01,15.41,16.74,16.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-02,9.59,11.49,13.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-03,10.77,10.7,17.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-04,13.01,17.12,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-05,12.46,14.71,14.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-06,12.6,14.37,15.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-07,13.78,16.59,16.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-08,18.28,22.48,21.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-09,14.87,17.52,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-10,14.19,18.86,18.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-11,17.85,21.66,21.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-12,7.84,10.5,12.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-13,7,9.36,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-14,7.91,6.9,10.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-15,10.44,13.69,12.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-16,12.86,15.39,16.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-17,11.48,10.79,13.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-18,13.76,13.38,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-19,12.9,14.85,16.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-20,17.81,18.96,22.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-21,24.9,26.32,30.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-22,NaN,18.8,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-23,NaN,12.91,10.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-24,NaN,10.91,12.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-25,NaN,14.42,15.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-26,10.7,13.68,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-27,8.47,13.26,15.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-28,10.58,13.63,18.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-29,7.79,12.32,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-30,11.42,11.55,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-31,7.09,9.81,12.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-01,33.26,28.18,33.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-02,28.7,29.27,39.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-03,12.46,14.34,16.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-04,11.83,18.13,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-05,7.07,7.14,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-06,9.93,11.96,10.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-07,12.55,12.01,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-08,14.37,16.74,15.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-09,11.11,10.88,14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-10,11.8,12.06,13.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-11,11.04,11.05,11.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-12,11.1,NaN,13.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-13,14.35,13.64,15.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-14,15.77,16.55,18.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-15,18.9,18.36,19.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-16,19.87,20.08,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-17,10.26,11.59,16.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-18,7.71,13.52,14.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-19,11.13,13.28,13.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-20,NaN,13.66,16.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-21,NaN,9.76,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-22,12.85,13.45,13.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-23,10.15,14.21,12.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-24,13.56,18.12,15.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-25,19.77,21.93,22.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-26,25.24,26.12,30.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-27,17.14,23.45,23.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-28,14.93,15.94,16.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-29,14.97,17.67,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-30,15.59,18.04,16.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-31,19.99,20.12,23.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,13.79,18.02,18.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-02,20.58,23.45,23.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-03,20.57,18,24.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-04,15.3,15.42,18.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-05,5.22,7.53,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-06,10.41,15.6,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-07,14.26,15.13,15.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-08,19.14,19.05,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-09,18.99,23.25,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-10,20.47,23.43,24.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-11,14.3,18.91,23.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-12,19.85,23.3,30.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-13,26.32,27.64,31.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-14,27.35,33.12,35.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-15,21.58,21.6,24.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-16,10.9,10.83,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-17,7.12,6.44,7.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-18,5.51,6.01,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-19,12.93,15.88,17.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-20,16.09,20.49,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-21,21.17,26.81,25.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-22,NaN,29.35,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-23,21.85,27.3,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-24,21.78,25.03,26.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-25,21.71,22.13,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-26,21.3,22.29,21.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-27,17.88,22.45,21.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-28,23.05,23.62,25.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-29,19.22,20.38,23.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,18.98,16.42,23.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-01,14.53,11.05,14.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-02,6.73,6.34,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-03,11.85,11.09,11.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-04,10.29,11.97,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-05,11.67,13.28,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-06,8.23,9.09,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-07,9.22,10.6,9.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-08,12.18,12.55,12.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-09,12.75,15.33,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-10,11.09,14.57,12.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-11,13.65,16.54,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12,16.23,18.09,18.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-13,16.19,19.9,17.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-14,20.58,23.02,21.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-15,18.42,18.97,19.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-16,15.14,17.65,15.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-17,NaN,21.6,17.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-18,NaN,13.53,12.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-19,13.72,12.02,13.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-20,12.21,12.94,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-21,11.18,10.79,10.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-22,18.16,18.76,17.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-23,18.98,22.49,18.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-24,22.63,25.15,21.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-25,17.55,21.92,18.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-26,14.47,14.02,14.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-27,19.88,24.63,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-28,26.61,28.09,27.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-29,20.5,22.98,18.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-30,18.53,20.22,20.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-31,21.64,24.01,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-01,22.68,22.88,20.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-02,20.45,23.98,21.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-03,20.41,19.28,17.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-04,23.86,27.21,24.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-05,12.63,13.03,14.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-06,7.28,5.98,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-07,10.25,12.22,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-08,15.05,18.86,16.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-09,11.47,14.47,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-10,5.58,5.77,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-11,6.78,8.68,5.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,12.13,14.32,13.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-13,17.58,21.5,20.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-14,24.79,27.97,27.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-15,21.5,22.66,23.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-16,16.08,NaN,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-17,14.47,NaN,13.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-18,9.99,9.41,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-19,6.89,5.41,7.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-20,18.17,17.82,16.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-21,21.23,30.68,29.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-22,18.46,22.19,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-23,22.9,30.41,21.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-24,19.08,22.02,17.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-25,15.86,18.57,15.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-26,23.25,25.32,25.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-27,19.01,20.6,20.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-28,11.41,11.83,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-29,16.36,16.79,18.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-30,34.61,40.01,36.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-01,45.28,46.84,49.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-02,30.82,34.81,29.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-03,18.03,19.67,18.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-04,22.55,24.93,23.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-05,33.98,37.74,37.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-06,36.46,40.61,33.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-07,26.7,30.52,28.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-08,33.15,32.8,34.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-09,39.05,44.59,43.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-10,39.64,42.9,41.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-11,29.44,33.64,31.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-12,27.04,32.99,24.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-13,34.72,37.61,35.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-14,49.63,48.52,48.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15,31.16,39.24,33.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-16,19.94,25.25,21.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-17,30.39,33.97,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-18,28.61,NaN,28.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-19,17.37,NaN,17.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-20,24.18,30.28,27.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-21,40.41,42.86,44.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-22,25.87,26.61,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-23,22.66,22.41,22.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-24,13.61,13.11,14.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-25,16.46,19.62,16.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-26,14.32,18.32,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-27,14.26,17,13.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-28,21.67,24.9,21.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-29,NaN,27.58,26.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-30,35.55,36.66,40.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,32.15,32.09,36.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01,43.9,42.37,46.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-02,22.37,27.63,22.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-03,19.38,23.62,22.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-04,11.97,15.22,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-05,9.42,12.02,11.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-06,13.87,16.55,16.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-07,28.09,40.94,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-08,23.38,33.66,27.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-09,NaN,30.87,26.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-10,17.76,21.3,19.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-11,12.56,14.82,17.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-12,8.66,10.97,10.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-13,5.19,7.37,6.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-14,4.64,7.1,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-15,7.3,10.22,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16,12.26,15.69,13.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-17,14.36,18.57,15.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-18,22.27,30.88,21.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-19,36.6,44.15,33.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-20,53.18,56.91,48.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-21,55.91,58.33,54.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-22,41.66,47.11,39.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-23,53.28,58.32,53.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-24,54.28,57.22,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-25,71.03,73.76,67.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-26,58.59,64.67,55.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-27,61.32,70.89,61.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-28,60.59,62.48,65.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-29,46.06,37.79,51.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-30,22.58,24.62,30.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,9.21,11.22,13.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-01,8.76,13.39,12.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-02,14.7,22.94,15.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-03,13.52,18.82,15.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-04,9.48,12.34,9.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-05,7.8,11.9,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-06,12.72,16.43,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-07,19.53,22.65,18.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-08,27.03,30.68,25.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-09,35.85,41.33,34.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-10,44.98,50.91,41.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-11,33.75,36.12,31.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-12,29.59,32.13,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-13,37.36,40.24,35.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-14,49.54,53.94,44.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-15,48.7,52.16,54.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-16,27.78,34.72,32.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-17,12.71,17.11,14.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-18,17.41,20.95,16.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-19,22.18,24.05,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-20,24.58,23.42,21.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-21,10.66,12.55,13.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-22,7.97,10.47,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-23,17.58,20.71,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-24,9.01,12.79,10.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-25,14,18.01,17.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-26,13.96,15.32,21.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-27,23.12,25.67,26.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-28,5.29,11.17,7.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01,4.02,9.91,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-02,5.52,7.91,9.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-03,15.76,22.37,18.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-04,11.89,16.04,15.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-05,2.55,5.05,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-06,4.82,10.77,9.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-07,5.74,8.7,9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-08,10.63,13.39,12.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-09,3.95,6.51,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-10,8,12.09,11.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-11,13.48,18.68,16.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
